b বা B এর পরিবর্তে চাইলে  ( বা { ব্যবহার করতে পারেন
v,"ভিজ্যুয়াল মোড শুরু করুন, লাইন চিহ্নিত করুন, তারপর একটি কমান্ড করুন (যেমন y"
V,লাইনওয়াইজ ভিজ্যুয়াল মোড শুরু করুন
o,চিহ্নিত এলাকার অন্য প্রান্তে যান
Ctrl + v,ভিজ্যুয়াল ব্লক মোড শুরু করুন
O,ব্লকের অন্য কোণে যান
aw,একটি শব্দ চিহ্নিত করুন
ab,() সহ একটি ব্লক
aB,{} সহ একটি ব্লক
at,<> ট্যাগ সহ একটি ব্লক
ib,ভিতরের ব্লক () সহ
iB,{} সহ ভিতরের ব্লক
it,<> ট্যাগ সহ ভিতরের ব্লক
Esc or Ctrl + c,ভিজ্যুয়াল মোড থেকে প্রস্থান করুন
