:tabnew or :tabnew {page.words.file},افتح ملف في نافذة جديده
Ctrl + wT,حرك الجزء الحالي من النافذة في نافذة خاصه به
gt or :tabn[ext],اقفز الي النافذة التاليه
gT or :tabp[revious],اقفز الي النافذة السابقه
#gt,# تحرك الي النافذة رقم
:tabm[ove] #,حرك النافذة الحاليه الي الموضع # (بدا العد من الصفر)
:tabc[lose],اغلق كل النوافذ
:tabo[nly],اغلق كل النوافذ باستثاء الحاليه
:tabdo command,(:tabdo q 
